,City,Country,Lat,Long,Temp,Humidity,Wind Speed,Cloudiness
391,Niigata,JP,37.91,139.04,21.70999999999998,100,1.0,90
392,Mankera,NG,13.01,5.07,35.30000000000001,36,3.25,83
393,Sayat,TM,38.78,63.88,32.14999999999998,22,3.1,0
394,Solenzo,BF,12.18,-4.08,32.80000000000001,45,0.16,36
395,Cherskiy,RU,68.75,161.3,5.399999999999977,82,4.99,87
396,Plastun,RU,44.76,136.29,10.300000000000011,98,0.13,100
397,Mount Isa,AU,-20.73,139.49,11.149999999999977,53,5.1,34
398,Ratekau,DE,53.95,10.73,15.009999999999991,72,4.6,75
399,Lubao,CD,-5.39,25.75,26.600000000000023,33,1.38,3
400,Maniitsoq,GL,65.42,-52.9,9.199999999999989,73,1.58,0
401,Enshi,CN,30.29,109.48,18.80000000000001,85,1.93,87
402,Alice Springs,AU,-23.7,133.88,3.1499999999999773,73,2.6,0
403,Yuksekova,TR,37.57,44.29,25.149999999999977,38,3.1,0
404,Nikolskoye,RU,59.7,30.79,15.360000000000014,63,2.0,0
405,Ferrol,ES,43.48,-8.23,18.389999999999986,88,6.7,75
406,Srednekolymsk,RU,67.46,153.71,7.899999999999977,65,1.99,21
407,Qasigiannguit,GL,68.82,-51.19,14.149999999999977,33,2.6,20
408,Lokosovo,RU,61.13,74.84,23.19999999999999,61,4.15,0
409,Maldonado,UY,-34.91,-54.96,13.149999999999977,66,6.3,75
410,Tessalit,ML,20.2,1.01,41.60000000000002,10,5.34,69
411,Shache,CN,38.42,77.24,30.5,12,4.23,26
412,Shu,KZ,43.6,73.76,26.399999999999977,27,3.44,0
413,Aksarka,RU,66.56,67.8,11.600000000000023,75,7.2,47
414,Shwebo,MM,22.57,95.7,27.30000000000001,80,4.56,97
415,Houma,CN,35.63,111.36,26.69999999999999,50,1.91,100
416,Amazar,RU,53.86,120.88,13.199999999999989,95,1.87,29
417,Bogashevo,RU,56.37,85.14,15.870000000000005,82,2.0,0
418,Ust-Uda,RU,54.17,103.03,14.399999999999977,99,0.98,100
419,Koregaon,IN,17.7,74.16,23.69999999999999,79,3.01,59
420,Albacete,ES,39.0,-1.86,32.22000000000003,20,5.7,0
421,Zhezkazgan,KZ,47.8,67.71,31.19999999999999,15,4.29,0
422,Leh,IN,34.16,77.58,6.699999999999989,43,2.81,80
423,Baykit,RU,61.68,96.39,16.600000000000023,86,3.87,92
424,Faanui,PF,-16.48,-151.75,25.600000000000023,78,7.6,3
425,Tucurui,BR,-3.77,-49.67,33.69999999999999,38,2.35,70
426,Puro,PH,13.13,123.76,24.399999999999977,91,3.93,100
427,Hotaka,JP,36.34,137.88,20.00999999999999,93,1.58,59
428,Katsina,NG,12.99,7.6,34.30000000000001,35,2.17,92
429,Zhaoyang,CN,42.68,126.03,17.0,92,1.57,9
430,Kandla,IN,23.02,70.21,29.30000000000001,73,11.06,93
431,Nishihara,JP,35.74,139.53,19.560000000000002,93,2.1,90
432,Port-Gentil,GA,-0.72,8.78,25.149999999999977,88,4.6,20
433,Bangkal,ID,-2.61,115.39,22.0,88,1.25,51
434,Omboue,GA,-1.57,9.26,23.80000000000001,86,5.61,54
435,Lasa,CY,34.92,32.53,23.829999999999984,78,4.6,20
436,Kalmunai,LK,7.42,81.82,26.69999999999999,77,0.75,100
437,Chabahar,IR,25.29,60.65,29.600000000000023,83,3.22,0
438,Kwinana,AU,-32.25,115.77,9.480000000000018,81,2.6,0
439,Ulladulla,AU,-35.36,150.48,7.899999999999977,66,7.2,0
440,Banos,FR,43.74,-0.62,24.589999999999975,42,3.6,0
441,Buraydah,SA,26.33,43.97,37.14999999999998,20,3.84,0
442,Eenhana,NA,-17.48,16.34,23.149999999999977,12,1.5,0
443,Boa Vista,BR,2.82,-60.67,31.80000000000001,52,3.44,20
444,Choma,ZM,-16.81,26.98,12.0,45,3.22,0
445,Ensenada,MX,31.86,-116.62,21.25999999999999,86,0.89,2
446,Saint-Pierre,FR,48.95,4.24,21.420000000000016,49,6.2,0
447,Kharian,PK,32.81,73.87,30.149999999999977,70,3.1,40
448,Lata,IN,30.78,78.62,6.800000000000011,97,1.64,96
449,Khor,RU,47.88,134.96,17.30000000000001,93,1.75,87
450,Hayden,US,47.77,-116.79,22.220000000000027,49,2.1,40
451,Nabire,ID,-3.36,135.5,21.100000000000023,99,1.32,98
452,Moranbah,AU,-22.0,148.04,8.5,67,4.18,93
453,Nuevitas,CU,21.55,-77.27,32.14999999999998,59,6.2,40
454,Kropotkin,RU,45.43,40.58,19.600000000000023,81,2.35,100
455,Svetlogorsk,RU,53.14,59.15,16.149999999999977,67,9.0,75
456,Campo Verde,PE,-8.47,-74.81,2.1499999999999773,331,2.6,75
457,Rafaela,AR,-31.25,-61.49,20.44999999999999,35,1.79,0
458,Moura,AU,-24.57,149.97,6.800000000000011,79,4.47,93
459,Jeremie,HT,18.65,-74.12,28.899999999999977,69,1.09,31
460,Soverato,IT,38.69,16.55,23.069999999999993,73,7.2,40
461,Cockburn Town,TC,21.46,-71.14,28.5,76,8.15,2
462,Pisco,PE,-13.71,-76.2,19.94999999999999,30,2.6,90
463,Thunder Bay,CA,48.41,-89.26,28.089999999999975,61,3.1,75
464,Leshan,CN,29.56,103.76,20.30000000000001,90,0.53,100
465,Carpinteria,US,34.4,-119.52,27.370000000000005,27,4.1,0
466,Sur,OM,22.57,59.53,31.19999999999999,55,4.96,8
467,Texarkana,US,33.44,-94.04,26.060000000000002,74,5.7,90
468,Udachnyy,RU,66.42,112.4,14.149999999999977,76,1.49,0
469,Shenjiamen,CN,29.96,122.3,24.399999999999977,94,2.88,88
470,Biltine,TD,14.53,20.93,34.10000000000002,33,3.94,46
471,Quang Ngai,VN,15.12,108.8,21.899999999999977,96,1.24,0
472,Los Llanos de Aridane,ES,28.66,-17.92,22.439999999999998,73,8.7,40
473,Malko Tarnovo,TR,41.98,27.52,22.189999999999998,73,2.6,0
474,Oyem,GA,1.6,11.57,21.100000000000023,95,1.82,90
475,Gidole,ET,5.65,37.37,24.80000000000001,51,2.39,69
476,Darhan,MN,49.49,105.92,16.19999999999999,97,2.26,33
477,Vila,IT,45.18,8.4,20.920000000000016,56,2.1,40
478,Aksu,KZ,52.04,76.93,20.149999999999977,60,4.0,0
479,Jacareacanga,BR,-6.22,-57.76,28.899999999999977,79,1.53,13
480,Arroyo,BO,-11.08,-66.08,33.14999999999998,49,3.1,40
481,Algiers,US,29.94,-90.04,30.560000000000002,70,5.7,75
482,Saint-Paul,FR,45.22,1.9,22.579999999999984,37,4.1,0
483,Tabou,CI,4.42,-7.36,24.80000000000001,78,1.88,92
484,Mariakani,KE,-3.87,39.47,25.149999999999977,78,3.6,75
485,Ixtapa,MX,20.71,-105.21,30.899999999999977,70,2.6,20
486,Kafanchan,NG,9.58,8.3,23.100000000000023,92,1.05,73
487,Udarnyy,RU,54.34,42.86,15.100000000000023,78,0.68,4
488,Ozernovskiy,RU,51.5,156.52,6.199999999999989,98,4.45,100
489,Tazmalt,DZ,36.39,4.4,27.149999999999977,74,2.6,0
490,Alihe,CN,50.57,123.73,13.100000000000023,96,0.1,73
491,San Policarpo,PH,12.18,125.51,26.0,84,5.66,100
492,Bodden Town,KY,19.28,-81.25,32.27999999999997,66,7.7,20
493,Amapa,HN,15.09,-87.97,33.14999999999998,55,6.2,75
494,Banjar,ID,-7.37,108.54,19.399999999999977,96,0.62,64
495,San Cristobal,HN,14.68,-86.92,29.0,48,4.62,87
496,Kahului,US,20.89,-156.47,26.310000000000002,51,6.2,20
497,Harper,US,30.3,-99.24,34.55000000000001,38,2.1,40
498,Saint-Joseph,FR,43.56,6.97,22.339999999999975,50,1.0,0
499,Lodwar,KE,3.12,35.6,30.69999999999999,33,7.79,10
500,Aldan,RU,58.61,125.39,15.399999999999977,97,1.93,94
501,Kresttsy,RU,58.25,32.52,14.300000000000011,68,2.08,15
502,Falam,MM,22.91,93.68,18.899999999999977,97,0.82,100
503,Ust-Ishim,RU,57.69,71.17,19.5,87,2.67,0
504,Doka,SD,13.52,35.76,28.69999999999999,58,1.79,3
505,Rodney,CA,42.57,-81.68,28.639999999999986,48,5.7,1
506,Luanda,AO,-8.83,13.24,22.149999999999977,88,3.1,20
507,Seoul,KR,37.57,126.98,21.70999999999998,94,5.09,90
508,Cangzhou,CN,38.3,116.85,27.80000000000001,52,5.12,100
509,Byron Bay,AU,-28.65,153.62,6.430000000000007,71,2.6,0
510,Panguna,PG,-6.32,155.48,27.100000000000023,77,2.36,80
511,Freeport,BS,26.54,-78.7,31.149999999999977,62,3.1,40
512,Cap Malheureux,MU,-19.98,57.61,20.95999999999998,56,6.7,75
513,Kabugao,PH,18.02,121.18,20.19999999999999,99,0.95,86
514,Muisne,EC,0.61,-80.02,28.149999999999977,78,3.6,75
515,Mikhaylov,RU,54.23,39.03,16.819999999999993,63,2.12,66
516,Nipawin,CA,53.36,-104.02,22.149999999999977,73,5.7,20
517,Hovd,NO,63.83,10.7,11.079999999999984,87,4.6,75
518,Borinskoye,RU,52.46,39.37,18.149999999999977,59,3.0,0
519,Bundaberg,AU,-24.87,152.35,10.430000000000007,57,4.1,100
520,Naftalan,AZ,40.5,46.82,23.149999999999977,69,1.0,20
521,Razgrad,BG,43.53,26.52,17.30000000000001,77,2.13,65
522,Port Blair,IN,11.67,92.75,29.0,80,9.44,100
523,Itarema,BR,-2.92,-39.92,30.0,59,5.72,42
524,Huarmey,PE,-10.07,-78.15,17.399999999999977,80,3.61,98
525,Bonavista,CA,48.65,-53.11,10.70999999999998,81,0.89,81
526,Charters Towers,AU,-20.07,146.27,9.5,49,4.12,69
527,Denizli,TR,37.77,29.09,22.319999999999993,46,2.1,20
528,Bilibino,RU,68.06,166.44,7.199999999999989,64,1.26,72
529,Harrisonburg,US,38.45,-78.87,30.879999999999995,74,3.6,90
530,Jalu,LY,29.03,21.55,36.39999999999998,18,3.72,0
531,Nobres,BR,-14.72,-56.34,37.19999999999999,20,0.49,49
532,Treinta y Tres,UY,-33.23,-54.39,12.5,64,2.15,37
533,Pallasovka,RU,50.04,46.89,22.30000000000001,48,3.33,29
534,Innisfail,AU,-17.52,146.03,12.899999999999977,65,2.75,3
535,Lyantonde,UG,-0.41,31.15,20.399999999999977,59,1.23,31
536,Springdale,US,36.19,-94.13,24.639999999999986,83,3.6,90
537,Homer,US,59.64,-151.54,13.899999999999977,93,7.28,90
538,Aswan,EG,24.09,32.9,38.14999999999998,10,4.6,0
539,Shimoda,JP,34.7,138.93,20.149999999999977,96,1.79,100
540,Iskateley,RU,67.68,53.15,7.899999999999977,81,5.48,54
541,Luena,AO,-11.78,19.91,17.19999999999999,25,1.66,0
542,Cabugao,PH,11.38,122.75,22.80000000000001,97,1.7,100
543,Vilkaviskis,LT,54.65,23.03,16.19999999999999,86,2.56,94
544,Benjamin Constant,BR,-4.38,-70.03,30.660000000000025,62,2.1,40
545,Acaponeta,MX,22.49,-105.36,37.69999999999999,42,1.93,59
546,Chipoka,MW,-13.99,34.52,19.899999999999977,58,2.65,3
547,Prince Rupert,CA,54.32,-130.32,18.149999999999977,77,2.6,90
548,Santiago de Cao,PE,-7.96,-79.24,19.149999999999977,82,5.7,20
549,Oranjemund,ZA,-28.55,16.43,12.600000000000023,88,3.53,0
550,Kahama,TZ,-3.83,32.6,22.5,35,2.52,0
551,Northam,AU,-31.65,116.67,9.149999999999977,76,2.6,0
552,Ritchie,ZA,-29.03,24.6,15.149999999999977,33,2.6,0
553,Luganville,VU,-15.51,167.18,21.149999999999977,94,1.0,20
